title,company,location,category,contract_type,created,skills_found_clean,skill_count,description_short,redirect_url
Sales Executive,Workfreaks Business Services Private Limited,"Salem, Tamil Nadu",Sales Jobs,,2026-08-07T07:26:34Z,Sales,1,"Key Responsibilities: POSP Agent Management: Manage a team of POSP agents, providing guidance and support in selling insurance products. Sales Strategy Development: Develop and implement sales strategies to achieve sales targets and drive revenue growth. Performance Monitoring: Track and evaluate ag...",https://www.adzuna.in/details/5831395947?utm_medium=api&utm_source=48e85034
Quality Engineer – Incoming Inspection,Flowserve Corporation,"Coimbatore, Tamil Nadu",Engineering Jobs,,2026-09-04T16:09:48Z,None Matched,0,"Company Overview: If a culture of excellence, innovation and ownership is what you’re searching for, consider putting your experience in motion at Flowserve. As an individual contributor, or as a leader of people, your enterprise mindset will ensure Flowserve’s position as the global standard in com...",https://www.adzuna.in/details/5870448749?utm_medium=api&utm_source=48e85034
Java Full stack Developer,Stacknexus Technologies Private Limited,"Chennai, Tamil Nadu",IT Jobs,,2026-08-21T07:37:26Z,Java,1,"Job description Key Responsibilities Planning, designing, debugging, and coding software solutions for Java application development, developing Java-based applications, writing and implementing efficient code, testing software, providing technical support, collaborating with other software engineers...",https://www.adzuna.in/details/5850371339?utm_medium=api&utm_source=48e85034
Offcer- Visa Centre Operations/Russian Speaking,Artionis Germany GmbH,"Nungambakkam, Chennai",Customer Services Jobs,,2026-02-16T01:14:36Z,None Matched,0,"Artionis is a premium outsourcing partner for governments worldwide. We are present in 25 countries providing administrative and non-judgmental tasks related to visa, passport, identity management, and other citizen services. Our multicultural and interdisciplinary teams with about 400 employees wor...",https://www.adzuna.in/details/5631028291?utm_medium=api&utm_source=48e85034
Assistant Manager - Facilities Repair & Maintenance Management,Schneider Electric,"Coimbatore, Tamil Nadu",Admin Jobs,permanent,2026-09-07T07:26:54Z,Scheduling,1,"Join us as an Administrative Services Assistant and become the organizational force that keeps our team moving forward. If you're detail-oriented, love variety, and take pride in making operations run like clockwork, we want to meet you. What will you do? Manage scheduling, coordinate meetings, and ...",https://www.adzuna.in/details/5873571713?utm_medium=api&utm_source=48e85034
Core Java Senior Developer,Citigroup,"Chennai, Tamil Nadu",IT Jobs,,2026-08-21T11:14:27Z,Java,1,Job Description The Applications Development Technology Lead Analyst is a senior level position responsible for establishing and implementing new or revised application systems and programs in coordination with the Technology team. The overall objective of this role is to lead applications systems a...,https://www.adzuna.in/details/5850626755?utm_medium=api&utm_source=48e85034
3876963-Manager,EXL,"Chennai, Tamil Nadu",IT Jobs,,2025-11-03T15:02:19Z,None Matched,0,"Description Position TitleManagerLocationChennai, IndiaBandC1DesignationTechnical Manger (Full Stack) ; ;Overview - ;We are seeking a highly skilled and experienced Technical Manager specializing in Microsoft Technologies to join our dynamic team. As a Technical Manager, you will play a critical rol...",https://www.adzuna.in/details/5477968470?utm_medium=api&utm_source=48e85034
Strategy Manager,L&T Technology Services,"Chennai, Tamil Nadu",Engineering Jobs,,2026-09-04T16:58:15Z,Content Creation,1,"Strategy Manager Experience: 7-10yrs Location: Chennai preferred. LTTS is looking for a Strategy Manager to join the Digital Manufacturing Practice. This role sits at the intersection of account strategy, large deal origination, and executive-level content creation — shaping and supporting large dea...",https://www.adzuna.in/land/ad/5870528326?se=cOAtYhSu8RGIYJ7STQTgoQ&utm_medium=api&utm_source=48e85034&v=A73AB96CAF84C52622F72523320E3B44050F2634
AutoCAD Draughtsman/Woman,Sree Subhiksha Housing and Enterprises,"Vadapalani, Chennai",Engineering Jobs,,2025-02-01T17:43:31Z,None Matched,0,Desired candidate qualification and experience: Diploma in Civil Engineering or Diploma In Architecture or B.E.Civil candidates with at least 3 years experience exclusively in residential building plans / detailing and CMDA/Corporation Approval drawings Should have excellent working knowledge & expo...,https://www.adzuna.in/details/5032709284?utm_medium=api&utm_source=48e85034
Business Development Executive-Residential Apartments,GoIntegra facility management,"Saidapet, Chennai",Sales Jobs,permanent,2026-09-04T09:27:24Z,"Cold Calling, Business Development",2,"Business Development Executive – Residential Apartments (Roles & Responsibilities) Identify and generate new business opportunities in residential apartment communities. Meet Apartment Associations (AOA/RWA), Builders, Property Managers, and Management Committees to promote Facility Management Servi...",https://www.adzuna.in/details/5869961929?utm_medium=api&utm_source=48e85034
Informatica Cloud-IICS,People First Consultants,"Chennai, Tamil Nadu",IT Jobs,,2023-03-01T01:41:55Z,SQL,1,"Designation: Informatica cloud(IICS) Experience: 6-9 Years Location: Pan India Job Description Must have: Work experience in Informatica Intelligent Cloud Services and SQL, Data analyst. Roles and responsibilities Tracking/management of all software assets to include internal license assessments Par...",https://www.adzuna.in/details/3949357015?utm_medium=api&utm_source=48e85034
Manager – IT Support & Operations,HD Supply | Global Technology Center,"Chennai, Tamil Nadu",IT Jobs,,2026-08-25T16:04:53Z,Leadership,1,"As a Manager – IT Operations and Support, you will be responsible for managing a team that delivers high-performance technology operations and support services across enterprise systems. This role includes ownership of end-to-end service management, stakeholder engagement, incident response, and tea...",https://www.adzuna.in/details/5855249697?utm_medium=api&utm_source=48e85034
Middle Manual QA Engineer,Ciklum,"Chennai, Tamil Nadu",IT Jobs,,2026-08-29T07:41:08Z,None Matched,0,"About the role: As a Middle Manual QA Engineer, become a part of a cross-functional development team engineering experiences of tomorrow. Responsibilities Analysis of requirements, preparing a query list based on those requirements Reviewing specifications to anticipate potential testing challenges ...",https://www.adzuna.in/details/5860540156?utm_medium=api&utm_source=48e85034
Content Creator,Green Apple HR Solutions,"Coimbatore, Tamil Nadu",Creative & Design Jobs,,2026-05-13T02:13:47Z,Content Creation,1,Job Description: We are looking for Content Creators for Coimbatore location Exp: 0 - 3 yrs Job description Collaborate with marketing teams to assess project needs and create contents as per projects Develop and execute content strategies for Instagram and YouTube in regional languages. Oversee vid...,https://www.adzuna.in/details/5727241834?utm_medium=api&utm_source=48e85034
Partner Manager - Gold,Tata Teleservices,"Chennai, Tamil Nadu",Sales Jobs,,2026-09-11T21:31:20Z,Sales,1,"Description Key Relationships External : Customers, Channel Partners, FOS Internal : Sales, Commercial, Marketing, Solutions, Finance, Collection, Order login, Network. Key Result Areas: Product : PRI/ILL/MPLS/SIP TRUNK/MOBILE/DATA CENTER SERVICES/TOLL FREE New business acquisition through partners ...",https://www.adzuna.in/details/5879928267?utm_medium=api&utm_source=48e85034
Manager/ Senior Manager - Quality,Emerson,"Chennai, Tamil Nadu",Engineering Jobs,,2026-04-30T02:20:03Z,None Matched,0,"Description In This Role, Your Responsibilities Will Be: Define and implement the quality vision, strategy, and objectives aligned with business goals Lead cross-functional quality initiatives across production, engineering, and supply chain Oversee and improve QMS and ensure compliant with relevant...",https://www.adzuna.in/details/5713892013?utm_medium=api&utm_source=48e85034
Area Credit Manager-Large Corporate-Credit Appraisal-Chennai - Centennial Square -MM,Tata Capital,"Chennai, Tamil Nadu",Accounting & Finance Jobs,,2026-03-27T02:03:49Z,None Matched,0,Description To underwrite corporate finance business and manage the portfolio in assigned area . o Support and co-partner with business teams to manage end to end credit approval for the designated region o Underwrite cases and present to senior level o Authorize deviations raised and documented by ...,https://www.adzuna.in/details/5679596817?utm_medium=api&utm_source=48e85034
Internal Auditor,Not Disclosed (Agency Listing),"Madurai, Tamil Nadu",Accounting & Finance Jobs,,2024-05-10T07:38:22Z,"Accounting, Auditing",2,"• Planning the Internal audit schedules discussing with state audit head • Organizing and conducting Audit in branches. • Reviewing all of the accounting records and registers maintained in the branch offices. • Evaluating the reliability, adequacy, and effectiveness of accounting, operating, and ad...",https://www.adzuna.in/details/4686700877?utm_medium=api&utm_source=48e85034
Sr Integration Engineer,Logitech,"Chennai, Tamil Nadu",IT Jobs,,2026-08-14T11:22:10Z,None Matched,0,"On-Site Chennai, India Full time 147519 Logitech is the Sweet Spot for people who want their actions to have a positive global impact while having the flexibility to do it in their own way. Duties & Responsibilities: Work with business teams to identify and implement integration enhancements. Collab...",https://www.adzuna.in/details/5841438787?utm_medium=api&utm_source=48e85034
Performance Test Lead,HEPL- A Cavin Care Group of Company,"Chennai, Tamil Nadu",IT Jobs,,2024-06-28T10:26:33Z,None Matched,0,"Overall 8 years of experience in performance testing. Should know App Dynamics Or any monitoring tools. Skills:- AppDynamics, HP LoadRunner and JMeter...",https://www.adzuna.in/details/4755979358?utm_medium=api&utm_source=48e85034
Design Engineer I - ACHE,Chart Industries,"Chennai, Tamil Nadu",Engineering Jobs,,2026-04-04T09:37:43Z,None Matched,0,"Design Engineer I - ACHE Location: Chennai, Tamil Nadu, India, 600077 Company: Chart Industries _Ensuring Chart's Success_ _CHART INDUSTRIES, INC. (Chart) (NYSE: GTLS) is a leading independent global manufacturer of highly engineered equipment and services related to cryogenic gas processing and rot...",https://www.adzuna.in/details/5689513897?utm_medium=api&utm_source=48e85034
Head of Print Supplier Management,RELX,"Chennai, Tamil Nadu",IT Jobs,contract,2026-08-27T16:05:29Z,None Matched,0,"Are you ready to lead as Head of Supplier Management and drive strategic supplier performance? Would you thrive as Head of Supplier Management by strengthening partnerships, managing risk, and delivering value? About The Team Print Supply Chain Management is responsible for printing/manufacturing bo...",https://www.adzuna.in/details/5858124584?utm_medium=api&utm_source=48e85034
AR Caller - HB,SHAI Health,"Chennai, Tamil Nadu",Accounting & Finance Jobs,permanent,2026-08-20T08:56:27Z,Accounts Receivable,1,Greetings from Synthesis Healthcare We are hiring Hospital Billing at Chennai location. Job Description Experience with in hospital billing (UB-04) with IPA & Commercial claims processing At least 2 years of experience in hospital billing & Proficient in Payment systems Comprehensive knowledge of Un...,https://www.adzuna.in/details/5849236985?utm_medium=api&utm_source=48e85034
Academic counselor,IPCS Global,"Chennai, Tamil Nadu",Teaching Jobs,,2025-11-20T00:58:13Z,Sales,1,"Description We are looking for a dedicated Academic Counselor to join IPCS Global's sales department in Chennai. As an Academic Counselor, you will play a crucial role in guiding students towards making informed decisions about their academic and career goals. This position is vital to our organizat...",https://www.adzuna.in/details/5503837051?utm_medium=api&utm_source=48e85034
Software Engineer III (Mainframe Assembler(HLASM)- z/OS Security & Systems (zAssure Portfolio),Rocket Software Development India,"Chennai, Tamil Nadu",IT Jobs,,2026-06-14T02:29:30Z,None Matched,0,"It's fun to work in a company where people truly BELIEVE in what they're doing! Job Description Summary: Rocket Software is seeking a Mainframe Engineer to join the zAssure Security Portfolio team. This role focuses on deep system-level engineering, security analysis, and advanced diagnostics within...",https://www.adzuna.in/details/5762881517?utm_medium=api&utm_source=48e85034
